gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,reading_score,writing_score,math_score
female,group D,bachelor's degree,free/reduced,none,52,55,35
female,group C,associate's degree,standard,completed,67,76,43
male,group B,associate's degree,free/reduced,completed,81,79,56
female,group A,some college,free/reduced,completed,99,95,74
female,group B,some college,free/reduced,none,84,87,69
male,group C,master's degree,standard,none,66,63,65
female,group B,high school,free/reduced,completed,61,56,56
female,group E,associate's degree,standard,none,86,89,77
male,group C,bachelor's degree,free/reduced,completed,83,86,75
female,group B,high school,free/reduced,none,70,69,38
female,group A,associate's degree,standard,completed,66,66,53
male,group B,master's degree,standard,none,100,100,93
female,group A,associate's degree,free/reduced,completed,97,96,96
female,group E,some college,free/reduced,completed,75,73,71
male,group B,bachelor's degree,free/reduced,none,73,66,50
male,group E,bachelor's degree,free/reduced,completed,52,48,47
male,group C,some college,free/reduced,completed,70,69,47
female,group A,high school,free/reduced,completed,88,98,88
male,group C,some college,standard,none,41,35,21
female,group A,bachelor's degree,free/reduced,completed,79,76,51
male,group E,master's degree,standard,completed,80,73,72
female,group D,high school,free/reduced,completed,80,69,59
male,group B,some high school,free/reduced,none,60,66,57
male,group E,associate's degree,standard,completed,65,67,61
male,group A,some high school,free/reduced,none,60,66,38
male,group A,master's degree,free/reduced,completed,99,89,75
female,group A,some high school,standard,none,93,96,67
male,group A,high school,free/reduced,none,75,85,44
male,group B,bachelor's degree,standard,none,70,74,56
female,group C,bachelor's degree,free/reduced,completed,69,71,49
male,group D,master's degree,free/reduced,none,65,61,56
female,group B,some high school,standard,none,41,48,46
male,group A,high school,standard,none,70,66,47
male,group B,associate's degree,free/reduced,none,100,100,68
male,group E,some high school,standard,none,74,68,56
female,group A,some high school,standard,none,60,59,50
male,group D,associate's degree,standard,none,73,77,65
male,group A,some college,free/reduced,none,66,70,74
male,group D,master's degree,standard,none,55,55,55
female,group D,high school,standard,completed,53,63,46
female,group C,master's degree,standard,none,70,68,78
male,group C,associate's degree,standard,none,48,53,49
female,group B,high school,standard,none,70,67,64
male,group B,bachelor's degree,free/reduced,none,68,61,71
male,group D,bachelor's degree,free/reduced,none,80,79,68
male,group A,high school,free/reduced,none,67,58,51
male,group E,master's degree,free/reduced,none,54,55,46
male,group E,master's degree,free/reduced,completed,72,72,57
male,group A,bachelor's degree,standard,completed,85,88,64
male,group A,bachelor's degree,standard,completed,62,61,37
female,group C,associate's degree,free/reduced,none,94,92,85
female,group E,high school,standard,none,71,71,68
female,group D,master's degree,standard,completed,64,69,48
female,group B,associate's degree,standard,completed,60,65,50
female,group C,master's degree,free/reduced,none,72,78,53
female,group E,bachelor's degree,standard,none,68,56,55
female,group A,high school,standard,completed,50,55,47
male,group E,some college,free/reduced,completed,93,96,72
male,group D,high school,free/reduced,completed,64,74,52
male,group C,some high school,standard,completed,93,90,71
male,group A,some college,standard,none,53,51,35
female,group D,associate's degree,free/reduced,completed,84,85,71
female,group B,some college,free/reduced,completed,90,77,45
male,group C,some college,standard,none,89,75,66
male,group D,associate's degree,standard,completed,76,77,78
female,group D,high school,free/reduced,completed,84,78,71
male,group A,associate's degree,standard,completed,77,70,49
male,group B,some high school,free/reduced,none,54,56,34
male,group D,bachelor's degree,free/reduced,none,76,68,52
male,group C,bachelor's degree,free/reduced,completed,53,56,37
female,group D,some college,standard,none,51,46,45
male,group E,associate's degree,standard,none,74,69,49
male,group C,associate's degree,free/reduced,completed,61,62,55
female,group C,associate's degree,free/reduced,none,93,86,70
female,group D,some high school,free/reduced,completed,95,100,81
male,group A,some high school,free/reduced,none,100,100,86
female,group C,high school,standard,completed,49,48,43
male,group E,master's degree,free/reduced,none,53,56,60
male,group A,master's degree,free/reduced,none,83,88,82
female,group A,master's degree,free/reduced,completed,65,62,43
male,group A,high school,standard,completed,59,62,70
male,group C,associate's degree,free/reduced,completed,64,67,54
male,group A,master's degree,free/reduced,completed,68,75,61
male,group D,associate's degree,free/reduced,none,79,76,71
female,group A,some college,free/reduced,none,42,45,25
female,group E,master's degree,free/reduced,completed,76,78,79
male,group B,some college,standard,none,67,69,57
female,group E,high school,standard,completed,58,46,55
male,group C,bachelor's degree,standard,none,90,96,74
male,group A,some high school,free/reduced,completed,63,68,44
male,group A,high school,free/reduced,none,64,67,59
male,group D,high school,standard,completed,65,61,41
male,group A,high school,free/reduced,none,93,100,73
female,group E,master's degree,standard,none,71,70,31
male,group C,some college,free/reduced,completed,68,70,70
female,group B,some high school,standard,none,83,77,60
female,group A,master's degree,standard,none,36,34,26
male,group B,bachelor's degree,free/reduced,completed,73,73,60
male,group A,some high school,free/reduced,completed,73,68,63
male,group C,high school,standard,completed,82,78,52
male,group E,associate's degree,standard,completed,74,76,46
male,group C,bachelor's degree,free/reduced,none,53,58,56
female,group B,some college,standard,completed,45,37,28
male,group A,bachelor's degree,free/reduced,completed,79,90,72
male,group B,master's degree,standard,completed,62,57,43
female,group E,associate's degree,free/reduced,none,65,59,57
female,group C,master's degree,free/reduced,none,57,64,44
male,group B,some high school,free/reduced,none,70,73,60
female,group B,high school,standard,none,68,72,62
male,group E,high school,free/reduced,completed,51,46,41
female,group A,bachelor's degree,free/reduced,none,81,83,70
female,group B,high school,free/reduced,none,59,71,51
male,group E,high school,standard,completed,91,86,56
female,group A,some high school,free/reduced,completed,73,76,44
female,group A,some college,free/reduced,none,68,64,40
female,group C,some college,free/reduced,completed,47,41,28
female,group E,master's degree,free/reduced,none,78,76,71
female,group A,master's degree,free/reduced,none,69,68,34
female,group C,some college,standard,none,72,71,61
male,group D,bachelor's degree,free/reduced,completed,89,88,64
male,group E,some college,free/reduced,completed,83,94,75
female,group D,master's degree,standard,none,86,94,87
male,group A,associate's degree,standard,none,33,33,28
male,group E,high school,standard,completed,66,66,61
male,group C,some high school,standard,none,46,53,32
female,group A,associate's degree,free/reduced,completed,77,80,56
male,group E,associate's degree,standard,completed,41,42,44
female,group E,high school,free/reduced,completed,85,96,93
male,group D,some college,standard,completed,93,88,80
female,group A,bachelor's degree,standard,none,67,66,35
female,group C,associate's degree,free/reduced,completed,75,74,48
male,group C,bachelor's degree,standard,completed,93,95,71
male,group A,some high school,standard,completed,100,95,82
female,group A,some high school,free/reduced,none,95,97,70
male,group B,some high school,standard,none,78,76,67
male,group D,master's degree,standard,none,94,99,66
male,group A,associate's degree,standard,none,55,53,53
female,group A,some high school,free/reduced,none,59,56,47
female,group B,master's degree,free/reduced,completed,84,87,75
male,group B,some high school,free/reduced,none,70,70,37
male,group E,some college,free/reduced,none,80,78,66
male,group C,associate's degree,free/reduced,completed,83,82,58
female,group D,master's degree,standard,none,83,80,65
female,group E,some high school,free/reduced,none,42,52,33
male,group A,master's degree,standard,completed,80,82,57
male,group B,some high school,free/reduced,none,60,63,48
male,group C,some college,standard,none,73,75,65
male,group E,bachelor's degree,free/reduced,completed,63,64,64
male,group C,some high school,free/reduced,none,63,60,44
male,group B,bachelor's degree,standard,none,60,56,57
female,group E,associate's degree,standard,completed,81,78,76
male,group E,some college,standard,none,67,70,44
female,group C,associate's degree,standard,none,66,63,54
male,group B,bachelor's degree,free/reduced,none,65,71,62
male,group A,some college,standard,none,78,86,63
female,group E,high school,standard,none,57,48,41
female,group A,some college,free/reduced,completed,93,100,82
female,group B,some college,standard,none,60,54,45
female,group E,high school,standard,completed,63,61,48
male,group E,master's degree,standard,none,70,70,49
female,group A,master's degree,free/reduced,none,77,66,51
male,group D,master's degree,standard,completed,67,63,45
female,group A,bachelor's degree,free/reduced,completed,66,66,49
male,group A,some college,standard,completed,86,79,65
male,group D,some high school,free/reduced,none,35,28,19
male,group B,high school,free/reduced,none,61,70,43
male,group B,some high school,standard,completed,57,57,36
male,group E,bachelor's degree,standard,none,63,68,52
male,group C,high school,standard,none,90,99,60
female,group C,some high school,standard,none,59,63,57
male,group E,bachelor's degree,standard,none,68,65,65
female,group C,bachelor's degree,standard,none,78,75,73
female,group A,bachelor's degree,free/reduced,completed,58,60,43
male,group A,high school,free/reduced,none,35,38,23
female,group D,some high school,standard,completed,31,32,19
